ClientID,NomClient,Sexe,Age,TrancheAge,Ville,Region,DateInscription,AncienneteJours,AncienneteAnnees,ClientType,TransactionID,DateVente,Annee,Mois,MoisNum,Trimestre,YearMonth,JourSemaine,EstWeekend,EstJourFerie,CategorieProduit,SousCategorie,Produit,Montant,Quantite,Remise,MontantRemise,MontantFinal,CoutAcquisition,Marge,ModePaiement,CanalVente,Recency,Frequency,Monetary,ScoreR,ScoreF,ScoreM,ScoreRFM,SegmentRFM,SegmentDetail,ActionRecommandee,Satisfaction,NPS,Commentaire,Campagne,CodePromo,PointsFidelite
CLT04962,"Lotfi Gharbi",M,71,65+,Gabès,Sud,2020-11-20,1691,4.6,VIP,TRX00014963,2025-07-08,2025,Juillet,7,Q3,2025-07,Mardi,Non,Non,Beauté,Maquillage,"Maquillage 71",23686.91,3,0%,0,23686.91,3553.037,5921.728,Flouci,"Magasin physique",177,44,1011868,4,5,5,455,Champions,"Meilleurs clients - Récents, fréquents, dépensiers","Récompenser fidélité - Programme VIP exclusif",Satisfait,8,"Produit conforme",Back_to_school,,2369
CLT02752,"Hedi Hammami",M,22,18-25,"Ben Arous","Grand Tunis",2021-02-04,1341,3.7,Fidèle,TRX00014964,2024-10-07,2024,Octobre,10,Q4,2024-10,Lundi,Non,Non,Beauté,Cheveux,"Cheveux 93",26787.15,3,0%,0,26787.15,4018.073,6696.788,D17,"Réseaux sociaux",451,8,183160,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,3,"Attente longue",Ramadan,,2679
CLT04125,"Fatma Jebali",F,19,18-25,Gabès,Sud,2023-03-07,574,1.6,Occasionnel,TRX00014965,2024-10-01,2024,Octobre,10,Q4,2024-10,Mardi,Non,Non,Jouets,Poupées,"Poupées 40",2659.8,4,0%,0,2659.8,398.97,664.95,Espèces,"Magasin physique",457,3,6435,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,10,"Produit conforme",,,266
CLT03646,"Amel Oueslati",F,18,18-25,Bizerte,Nord,2022-11-27,464,1.3,Occasionnel,TRX00014966,2024-03-05,2024,Mars,3,Q1,2024-03,Mardi,Non,Non,Sport,Football,"Football 63",4827.6,3,0%,0,4827.6,724.14,1206.9,"Paiement à la livraison","Réseaux sociaux",667,1,4023,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",0,"Livraison rapide",Nouvel_An,,483
CLT02741,"Nabil Bouaziz",M,36,35-45,"Sidi Bouzid",Centre,2020-08-17,1193,3.3,Régulier,TRX00014967,2023-11-23,2023,Novembre,11,Q4,2023-11,Jeudi,Non,Non,Maison,Cuisine,"Cuisine 50",13208.92,5,0%,0,13208.92,1981.338,3302.23,Virement,"Réseaux sociaux",770,7,79709,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",9,"Livraison rapide",Soldes_été,,1321
CLT00022,"Kais Guesmi",M,67,65+,Zaghouan,Nord,2020-12-10,432,1.2,VIP,TRX00014968,2022-02-15,2022,Février,2,Q1,2022-02,Mardi,Non,Non,Électronique,Accessoires,"Accessoires 3",19224.96,3,0%,0,19224.96,2883.744,4806.24,Espèces,"Réseaux sociaux",1416,17,430032,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",2,,Ramadan,,1922
CLT01433,"Nour Mejri",F,38,35-45,Bizerte,Nord,2020-02-22,1208,3.3,Occasionnel,TRX00014969,2023-06-14,2023,Juin,6,Q2,2023-06,Mercredi,Non,Non,Alimentation,Boissons,"Boissons 19",976.43,1,0%,0,976.43,146.465,244.108,D17,"Application mobile",932,3,3219,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",2,"Produit conforme",Back_to_school,,98
CLT00090,"Zied Ben Salem",M,50,45-55,Siliana,Nord,2020-09-11,679,1.9,Régulier,TRX00014970,2022-07-22,2022,Juillet,7,Q3,2022-07,Vendredi,Non,Non,Beauté,Cheveux,"Cheveux 37",6403.76,4,10%,640.376,5763.384,864.508,1440.846,"Paiement à la livraison",Téléphone,1259,4,29108,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,3,,Nouvel_An,,576
CLT00456,"Mariem El Amri",F,37,35-45,Béja,Nord,2021-03-28,722,2,Occasionnel,TRX00014971,2023-03-20,2023,Mars,3,Q1,2023-03,Lundi,Non,Oui,Jouets,"Plein air","Plein air 78",2217.6,5,0%,0,2217.6,332.64,554.4,D17,Téléphone,1018,1,2880,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,3,,Back_to_school,,222
CLT00819,"Marwa Yahyaoui",F,31,25-35,Sfax,Centre,2020-10-24,1173,3.2,Occasionnel,TRX00014972,2024-01-10,2024,Janvier,1,Q1,2024-01,Mercredi,Non,Non,Jouets,Éducatif,"Éducatif 72",2776.11,2,0%,0,2776.11,416.417,694.028,Virement,"Réseaux sociaux",722,1,2257,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,2,"Livraison rapide",Back_to_school,PROMO47,278
CLT03280,"Salma Yahyaoui",F,67,65+,Jendouba,Nord,2020-08-23,539,1.5,Occasionnel,TRX00014973,2022-02-13,2022,Février,2,Q1,2022-02,Dimanche,Oui,Non,Jouets,Poupées,"Poupées 17",3493.05,5,21%,733.541,2759.509,413.926,689.877,D17,"Réseaux sociaux",1418,1,4785,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",0,"Livraison rapide",,,276
CLT01058,"Rim Hammami",F,54,45-55,"Sidi Bouzid",Centre,2020-06-25,1611,4.4,Occasionnel,TRX00014974,2024-11-22,2024,Novembre,11,Q4,2024-11,Vendredi,Non,Non,Sport,Vélos,"Vélos 55",4667.21,1,0%,0,4667.21,700.082,1166.803,Flouci,Téléphone,405,4,18484,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,5,,Soldes_été,,467
CLT03342,"Nader Feki",M,25,25-35,Monastir,Centre,2023-09-23,413,1.1,Régulier,TRX00014975,2024-11-09,2024,Novembre,11,Q4,2024-11,Samedi,Oui,Non,Électronique,Smartphone,"Smartphone 91",13588.8,5,0%,0,13588.8,2038.32,3397.2,Flouci,"Magasin physique",418,7,79268,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,9,"Livraison rapide",Black_Friday,,1359
CLT00157,"Lina Baccar",F,23,18-25,Ariana,"Grand Tunis",2021-04-13,1550,4.2,Occasionnel,TRX00014976,2025-07-11,2025,Juillet,7,Q3,2025-07,Vendredi,Non,Non,Beauté,Cheveux,"Cheveux 31",2728.16,3,0%,0,2728.16,409.224,682.04,Virement,"Réseaux sociaux",174,4,9248,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Insatisfait,5,,Back_to_school,,273
CLT00537,"Lotfi Gueddana",M,53,45-55,Manouba,"Grand Tunis",2021-02-19,645,1.8,Régulier,TRX00014977,2022-11-26,2022,Novembre,11,Q4,2022-11,Samedi,Oui,Non,Alimentation,Fruits,"Fruits 59",5543.23,2,0%,0,5543.23,831.485,1385.808,Flouci,"Réseaux sociaux",1132,8,57592,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",8,"Attente longue",Fête_des_mères,,554
CLT02840,"Mohamed Amari",M,48,45-55,Mahdia,Centre,2020-07-10,771,2.1,Occasionnel,TRX00014978,2022-08-20,2022,Août,8,Q3,2022-08,Samedi,Oui,Non,Vêtements,Femme,"Femme 44",2431.64,4,14%,340.43,2091.21,313.682,522.803,Virement,Téléphone,1230,1,3286,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,3,"Livraison rapide",Ramadan,,209
CLT01248,"Imen Ben Ali",F,20,18-25,Sousse,Centre,2022-04-30,872,2.4,Régulier,TRX00014979,2024-09-18,2024,Septembre,9,Q3,2024-09,Mercredi,Non,Non,Beauté,Cheveux,"Cheveux 80",4593.6,3,0%,0,4593.6,689.04,1148.4,"Carte Bancaire","Application mobile",470,4,16704,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",0,,Fête_des_mères,,459
CLT03328,"Moez Gueddana",M,22,18-25,"Sidi Bouzid",Centre,2021-06-04,458,1.3,Occasionnel,TRX00014980,2022-09-05,2022,Septembre,9,Q3,2022-09,Lundi,Non,Non,Maison,Literie,"Literie 31",6449.3,2,0%,0,6449.3,967.395,1612.325,Flouci,"Réseaux sociaux",1214,1,4961,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,3,,Fête_des_mères,,645
CLT00929,"Jamel Bouaziz",M,72,65+,Sousse,Centre,2022-02-15,1230,3.4,Fidèle,TRX00014981,2025-06-29,2025,Juin,6,Q2,2025-06,Dimanche,Oui,Non,Alimentation,Légumes,"Légumes 18",11024.64,3,0%,0,11024.64,1653.696,2756.16,D17,"Réseaux sociaux",186,11,139392,3,3,5,335,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Neutre,8,"Produit conforme",Black_Friday,,1102
CLT04836,"Khadija Gueddana",F,51,45-55,Siliana,Nord,2022-10-30,72,0.2,Fidèle,TRX00014982,2023-01-10,2023,Janvier,1,Q1,2023-01,Mardi,Non,Non,Maison,Décoration,"Décoration 25",15528.24,3,0%,0,15528.24,2329.236,3882.06,Virement,Téléphone,1087,14,238896,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,7,"Attente longue",Soldes_été,,1553
CLT03819,"Slim Lahmar",M,37,35-45,"Sidi Bouzid",Centre,2022-09-14,8,0,Occasionnel,TRX00014983,2022-09-22,2022,Septembre,9,Q3,2022-09,Jeudi,Non,Non,Livres,Professionnel,"Professionnel 36",2633.3,5,0%,0,2633.3,394.995,658.325,Espèces,"Réseaux sociaux",1197,1,3098,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,5,"Livraison rapide",,,263
CLT03790,"Hatem Ben Salem",M,27,25-35,"Le Kef",Nord,2021-05-05,1258,3.4,Occasionnel,TRX00014984,2024-10-14,2024,Octobre,10,Q4,2024-10,Lundi,Non,Non,Sport,Football,"Football 44",2213.75,2,0%,0,2213.75,332.063,553.438,D17,"Application mobile",444,2,3850,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",4,,Nouvel_An,,221
CLT00658,"Hanen Chaari",F,55,55-65,Zaghouan,Nord,2022-06-20,247,0.7,VIP,TRX00014985,2023-02-22,2023,Février,2,Q1,2023-02,Mercredi,Non,Non,Alimentation,Viande,"Viande 78",29326.15,5,0%,0,29326.15,4398.923,7331.538,"Paiement à la livraison","Magasin physique",1044,24,612024,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",4,"Livraison rapide",Black_Friday,,2933
CLT01403,"Rim Rezgui",F,71,65+,Gafsa,Sud,2020-07-08,1067,2.9,Occasionnel,TRX00014986,2023-06-10,2023,Juin,6,Q2,2023-06,Samedi,Oui,Non,Maison,Literie,"Literie 93",2778.4,3,25%,694.6,2083.8,312.57,520.95,Espèces,"Magasin physique",936,4,12080,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,8,"Livraison rapide",Ramadan,,208
CLT00529,"Zied Baccar",M,39,35-45,"Sidi Bouzid",Centre,2021-11-01,446,1.2,Régulier,TRX00014987,2023-01-21,2023,Janvier,1,Q1,2023-01,Samedi,Oui,Non,Jouets,Éducatif,"Éducatif 7",4924.58,4,0%,0,4924.58,738.687,1231.145,Espèces,"Site web",1076,9,60714,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,8,"Produit conforme",Fête_des_mères,,492
CLT03057,"Tarek Chaari",M,59,55-65,Kairouan,Centre,2020-08-21,1268,3.5,Régulier,TRX00014988,2024-02-10,2024,Février,2,Q1,2024-02,Samedi,Oui,Non,Sport,Football,"Football 82",7493.98,2,0%,0,7493.98,1124.097,1873.495,D17,"Application mobile",691,9,82251,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,6,"Livraison rapide",,,749
CLT02026,"Aymen Zouari",M,62,55-65,Bizerte,Nord,2022-06-09,1082,3,Régulier,TRX00014989,2025-05-26,2025,Mai,5,Q2,2025-05,Lundi,Non,Non,Livres,Roman,"Roman 35",11768.14,1,0%,0,11768.14,1765.221,2942.035,D17,Téléphone,220,9,89757,3,2,5,325,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée",Insatisfait,0,"Prix élevé",Nouvel_An,,1177
CLT01540,"Wael Mejri",M,66,65+,Médenine,Sud,2022-08-01,433,1.2,Occasionnel,TRX00014990,2023-10-08,2023,Octobre,10,Q4,2023-10,Dimanche,Oui,Non,Beauté,Cheveux,"Cheveux 73",4898.68,4,0%,0,4898.68,734.802,1224.67,Virement,"Site web",816,3,17922,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,4,,Fête_des_mères,PROMO79,490
CLT03091,"Rawdha Bouaziz",F,62,55-65,Tataouine,Sud,2022-02-26,157,0.4,Fidèle,TRX00014991,2022-08-02,2022,Août,8,Q3,2022-08,Mardi,Non,Non,Livres,Religion,"Religion 36",11502.4,2,0%,0,11502.4,1725.36,2875.6,Flouci,"Site web",1248,11,121660,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,7,"Prix élevé",,PROMO79,1150
CLT02154,"Salma Mejri",F,47,45-55,Siliana,Nord,2020-02-05,926,2.5,Occasionnel,TRX00014992,2022-08-19,2022,Août,8,Q3,2022-08,Vendredi,Non,Non,Alimentation,Poisson,"Poisson 29",2854.3,3,0%,0,2854.3,428.145,713.575,Virement,"Application mobile",1231,3,7446,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,6,"Livraison rapide",Fête_des_mères,,285
CLT00543,"Hatem Oueslati",M,42,35-45,Sousse,Centre,2022-03-10,1235,3.4,Occasionnel,TRX00014993,2025-07-27,2025,Juillet,7,Q3,2025-07,Dimanche,Oui,Non,Alimentation,Viande,"Viande 6",3219.87,3,5%,160.994,3058.876,458.831,764.719,"Carte Bancaire","Réseaux sociaux",158,3,11103,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Satisfait,5,,,PROMO17,306
CLT01556,"Yasmine Masmoudi",F,56,55-65,Médenine,Sud,2021-02-24,1162,3.2,VIP,TRX00014994,2024-05-01,2024,Mai,5,Q2,2024-05,Mercredi,Non,Non,Sport,Tennis,"Tennis 67",20108.28,1,0%,0,20108.28,3016.242,5027.07,"Carte Bancaire","Magasin physique",610,20,394280,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",7,,,,2011
CLT04684,"Ahmed Masmoudi",M,39,35-45,Mahdia,Centre,2020-03-01,2104,5.8,Occasionnel,TRX00014995,2025-12-04,2025,Décembre,12,Q4,2025-12,Jeudi,Non,Non,Vêtements,Femme,"Femme 91",2822.93,5,0%,0,2822.93,423.44,705.733,"Carte Bancaire","Réseaux sociaux",28,1,2333,5,1,1,511,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Neutre,10,,Fête_des_mères,,282
CLT02722,"Amine Zouari",M,25,25-35,Tataouine,Sud,2020-02-01,1726,4.7,Occasionnel,TRX00014996,2024-10-23,2024,Octobre,10,Q4,2024-10,Mercredi,Non,Non,Électronique,Smartphone,"Smartphone 14",5714.41,5,0%,0,5714.41,857.162,1428.603,"Carte Bancaire","Réseaux sociaux",435,4,20228,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,5,"Prix élevé",Fête_des_mères,,571
CLT03795,"Leila Karray",F,61,55-65,Kairouan,Centre,2021-04-10,1719,4.7,Régulier,TRX00014997,2025-12-24,2025,Décembre,12,Q4,2025-12,Mercredi,Non,Non,Beauté,Parfum,"Parfum 66",6246.24,2,24%,1499.098,4747.142,712.071,1186.786,Flouci,"Magasin physique",8,4,24024,5,1,3,513,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Neutre,3,"Excellent service",,,475
CLT00732,"Karim Rezgui",M,21,18-25,Médenine,Sud,2022-11-13,339,0.9,Occasionnel,TRX00014998,2023-10-18,2023,Octobre,10,Q4,2023-10,Mercredi,Non,Non,Beauté,Cheveux,"Cheveux 62",4694.76,5,0%,0,4694.76,704.214,1173.69,"Paiement à la livraison","Site web",806,2,8694,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",10,,Black_Friday,,469
CLT01791,"Chokri Sassi",M,68,65+,Manouba,"Grand Tunis",2020-05-13,603,1.7,Régulier,TRX00014999,2022-01-06,2022,Janvier,1,Q1,2022-01,Jeudi,Non,Non,Beauté,Parfum,"Parfum 28",6155.23,5,0%,0,6155.23,923.285,1538.808,D17,"Application mobile",1456,8,45176,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,7,"Livraison rapide",Black_Friday,,616
CLT02644,"Iheb Jaziri",M,34,25-35,Béja,Nord,2022-05-01,564,1.5,Occasionnel,TRX00015000,2023-11-16,2023,Novembre,11,Q4,2023-11,Jeudi,Non,Non,Maison,Décoration,"Décoration 37",2761.34,2,0%,0,2761.34,414.201,690.335,Virement,"Magasin physique",777,1,2734,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,2,"Attente longue",Black_Friday,PROMO86,276
CLT04115,"Nadia Chaabane",F,43,35-45,Kebili,Sud,2020-03-14,1835,5,Fidèle,TRX00015001,2025-03-23,2025,Mars,3,Q1,2025-03,Dimanche,Oui,Non,Maison,Cuisine,"Cuisine 69",21799.36,4,0%,0,21799.36,3269.904,5449.84,Espèces,"Réseaux sociaux",284,19,470668,2,4,5,245,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,10,"Prix élevé",Nouvel_An,,2180
CLT02558,"Faten Baccar",F,36,35-45,"Le Kef",Nord,2022-02-25,1063,2.9,Régulier,TRX00015002,2025-01-23,2025,Janvier,1,Q1,2025-01,Jeudi,Non,Non,Beauté,Hygiène,"Hygiène 61",7792,2,0%,0,7792,1168.8,1948,"Paiement à la livraison",Téléphone,343,5,38960,2,2,4,224,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,2,,,,779
CLT03642,"Marwen Rezgui",M,67,65+,Kebili,Sud,2021-06-13,675,1.8,Occasionnel,TRX00015003,2023-04-19,2023,Avril,4,Q2,2023-04,Mercredi,Non,Non,Alimentation,Poisson,"Poisson 64",5855.99,5,0%,0,5855.99,878.399,1463.998,Virement,"Site web",988,1,4921,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,5,"Prix élevé",Ramadan,,586
CLT01133,"Sirine Yahyaoui",F,69,65+,Zaghouan,Nord,2021-03-07,750,2.1,Régulier,TRX00015004,2023-03-27,2023,Mars,3,Q1,2023-03,Lundi,Non,Non,Maison,Meubles,"Meubles 26",12187.98,2,18%,2193.836,9994.144,1499.122,2498.536,D17,Téléphone,1011,9,87057,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",0,"Livraison rapide",,PROMO93,999
CLT02402,"Youssef Karray",M,47,45-55,Kairouan,Centre,2022-10-05,676,1.9,Fidèle,TRX00015005,2024-08-11,2024,Août,8,Q3,2024-08,Dimanche,Oui,Non,Électronique,Smartphone,"Smartphone 32",12301.8,2,5%,615.09,11686.71,1753.007,2921.678,"Paiement à la livraison",Téléphone,508,15,182700,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",4,"Produit conforme",Soldes_été,,1169
CLT04626,"Lotfi Nciri",M,21,18-25,"Sidi Bouzid",Centre,2022-07-17,218,0.6,Régulier,TRX00015006,2023-02-20,2023,Février,2,Q1,2023-02,Lundi,Non,Non,Électronique,Casque,"Casque 85",9797.92,5,18%,1763.626,8034.294,1205.144,2008.574,D17,"Site web",1046,8,89072,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Satisfait,3,"Livraison rapide",Nouvel_An,,803
CLT01476,"Marwen Oueslati",M,23,18-25,Kasserine,Centre,2020-03-17,1136,3.1,VIP,TRX00015007,2023-04-27,2023,Avril,4,Q2,2023-04,Jeudi,Non,Non,Sport,Tennis,"Tennis 80",17298.63,5,0%,0,17298.63,2594.795,4324.658,Flouci,"Réseaux sociaux",980,46,1007262,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,10,,,,1730
CLT02208,"Ali Masmoudi",M,63,55-65,Tozeur,Sud,2022-07-28,452,1.2,Occasionnel,TRX00015008,2023-10-23,2023,Octobre,10,Q4,2023-10,Lundi,Non,Non,Vêtements,Sport,"Sport 74",1534.4,2,0%,0,1534.4,230.16,383.6,"Carte Bancaire",Téléphone,801,2,2740,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",9,,,PROMO85,153
CLT01739,"Sonia Hammami",F,30,25-35,Sfax,Centre,2022-08-03,254,0.7,Fidèle,TRX00015009,2023-04-14,2023,Avril,4,Q2,2023-04,Vendredi,Non,Non,Jouets,Éducatif,"Éducatif 1",20528.64,3,0%,0,20528.64,3079.296,5132.16,Flouci,"Site web",993,10,160380,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",6,,,,2053
CLT04752,"Sonia Saidi",F,38,35-45,Gabès,Sud,2021-12-20,175,0.5,Occasionnel,TRX00015010,2022-06-13,2022,Juin,6,Q2,2022-06,Lundi,Non,Non,Maison,Cuisine,"Cuisine 8",1050.4,5,0%,0,1050.4,157.56,262.6,D17,"Site web",1298,4,4040,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",5,"Attente longue",Soldes_été,,105
CLT00998,"Aymen Gueddana",M,72,65+,Nabeul,Nord,2020-11-04,1863,5.1,Régulier,TRX00015011,2025-12-11,2025,Décembre,12,Q4,2025-12,Jeudi,Non,Non,Alimentation,Fruits,"Fruits 31",5508.86,3,0%,0,5508.86,826.329,1377.215,"Paiement à la livraison","Site web",21,9,45486,5,2,4,524,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très insatisfait",5,"Attente longue",Fête_des_mères,,551
CLT00264,"Sawsen Chaari",F,66,65+,Tataouine,Sud,2022-01-04,52,0.1,Occasionnel,TRX00015012,2022-02-25,2022,Février,2,Q1,2022-02,Vendredi,Non,Non,Vêtements,Homme,"Homme 2",1403.64,1,0%,0,1403.64,210.546,350.91,"Paiement à la livraison","Application mobile",1406,1,1671,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",9,"Attente longue",Ramadan,,140
CLT00852,"Fathi Mansouri",M,65,65+,Sfax,Centre,2022-05-07,577,1.6,Occasionnel,TRX00015013,2023-12-05,2023,Décembre,12,Q4,2023-12,Mardi,Non,Non,Électronique,TV,"TV 33",1956.24,1,0%,0,1956.24,293.436,489.06,Flouci,"Site web",758,2,3432,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,3,,Nouvel_An,,196
CLT01061,"Leila Dahmani",F,53,45-55,Gabès,Sud,2021-02-16,1413,3.9,Occasionnel,TRX00015014,2024-12-30,2024,Décembre,12,Q4,2024-12,Lundi,Non,Non,Jouets,"Plein air","Plein air 10",1589.16,1,24%,381.398,1207.762,181.164,301.941,"Paiement à la livraison","Site web",367,3,4182,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,4,,Fête_des_mères,,121
CLT04938,"Leila Baccar",F,74,65+,Monastir,Centre,2023-02-11,213,0.6,VIP,TRX00015015,2023-09-12,2023,Septembre,9,Q3,2023-09,Mardi,Non,Non,Livres,Religion,"Religion 77",43759.76,5,0%,0,43759.76,6563.964,10939.94,"Carte Bancaire","Réseaux sociaux",842,30,1491810,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",9,"Prix élevé",Nouvel_An,PROMO12,4376
CLT02157,"Rim Jaziri",F,43,35-45,Zaghouan,Nord,2021-09-27,683,1.9,Régulier,TRX00015016,2023-08-11,2023,Août,8,Q3,2023-08,Vendredi,Non,Non,Sport,Vélos,"Vélos 18",6359.92,1,0%,0,6359.92,953.988,1589.98,"Carte Bancaire","Magasin physique",874,10,77560,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",0,"Attente longue",Soldes_été,,636
CLT02106,"Nabil El Amri",M,45,45-55,"Sidi Bouzid",Centre,2021-12-21,1447,4,Occasionnel,TRX00015017,2025-12-07,2025,Décembre,12,Q4,2025-12,Dimanche,Oui,Non,Sport,Football,"Football 27",5854.52,5,15%,878.178,4976.342,746.451,1244.086,"Carte Bancaire","Réseaux sociaux",25,3,15141,5,1,3,513,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très insatisfait",10,,Nouvel_An,,498
CLT02520,"Lotfi Jebali",M,46,45-55,"Ben Arous","Grand Tunis",2021-01-14,1675,4.6,Occasionnel,TRX00015018,2025-08-16,2025,Août,8,Q3,2025-08,Samedi,Oui,Non,Sport,Fitness,"Fitness 69",6452.24,4,0%,0,6452.24,967.836,1613.06,Flouci,"Site web",138,4,21872,4,1,3,413,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Insatisfait,3,,Back_to_school,,645
CLT03716,"Rim Amari",F,63,55-65,Kebili,Sud,2020-09-02,579,1.6,Fidèle,TRX00015019,2022-04-04,2022,Avril,4,Q2,2022-04,Lundi,Non,Non,Livres,Roman,"Roman 62",14270.85,1,0%,0,14270.85,2140.628,3567.713,Virement,"Site web",1368,9,138105,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",4,"Prix élevé",Soldes_été,,1427
CLT04271,"Iheb Sassi",M,52,45-55,Tunis,"Grand Tunis",2023-01-19,18,0,VIP,TRX00015020,2023-02-06,2023,Février,2,Q1,2023-02,Lundi,Non,Non,Alimentation,Épicerie,"Épicerie 98",26465.67,5,22%,5822.447,20643.223,3096.483,5160.806,Virement,"Magasin physique",1060,16,427728,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,8,"Produit conforme",Black_Friday,,2064
CLT02478,"Rim Gharbi",F,47,45-55,Gabès,Sud,2021-09-14,939,2.6,Occasionnel,TRX00015021,2024-04-10,2024,Avril,4,Q2,2024-04,Mercredi,Non,Non,Jouets,Électronique,"Électronique 8",3983.42,1,0%,0,3983.42,597.513,995.855,Espèces,"Réseaux sociaux",631,2,10766,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Satisfait,6,,Soldes_été,,398
